"id","otel_ad","fiyat","imageurl","score","fiyat_araligi","bolge","hava_alanina_uzakligi","denize_uzakligi","plaj","iskele","a_la_carte_restoran","asansor","acik_restoran","kapali_restoran","acik_havuz","kapali_havuz","bedensel_engelli_odasi","bar","su_kaydiragi","balo_salonu","kuafor","otopark","market","sauna","doktor","beach_voley","fitness","canli_eglence","wireless_internet","animasyon","sorf","parasut","arac_kiralama","kano","spa","masaj","masa_tenisi","cocuk_havuzu","cocuk_parki"
447,Myra Hotel,"9.431,58 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02149/1050X700/tsr02149638455909421144889.jpg,"6,5","9000-11000",Marmaris - Siteler ,"90 km, Dalaman HA ","200 - 300 Metre Arası",Halk Plajı,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
177,Saphir Resort Spa,"24.200,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01661/1050X700/tsr01661637139190731390280.jpg,"8,6","23000-25000",Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,0,2,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
128,Side Su Hotel,"8.210,53 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06817/tsr06817636194708784126822.jpg,"","7000-9000",Antalya - Side ,"60 km, Antalya HA ","200 - 300 Metre Arası",Özel Plaj,0,0,1,1,0,3,0,1,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
308,Ege Palas Business Hotel,"13.484,35 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01046/1050X700/tsr01046638146583006392231.jpg,"8,4","13000-15000",İzmir - Alsancak ,"18 km, İzmir HA ",No Info,"0",0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
37,Kirman Sidera Luxury Spa,"27.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00377/1050X700/tsr00377638481708111504702.jpg,"8,5","25000-27000",Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,1,5,1,1,1,2,1,1,5,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
73,Vonresort Elite,"32.800,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05003/1050X700/tsr05003637338632515834204.jpg,"9","29000-33000",Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,1,7,1,1,1,3,1,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
339,Quadas Hotel,"11.880,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07675/1050X700/tsr07675638429997103370975.jpg,"9,1","11000-13000",Marmaris - İçmeler ,"90 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,0,0,1,1,1,1,0,1,2,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0
209,Nirvana Cosmopolitan Hotel,"39.511,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10550/1050X700/tsr10550637595232737219897.jpg,"8,6",+33000,Antalya - Lara-Kundu ,"No Info km, No Info",Denize Sıfır,Mavi Bayraklı Özel Plaj,1,5,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
749,Royal Hayat Hotel,"12.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13723/1050X700/tsr13723638418793615460987.jpg,"","11000-13000",Antalya - Kaleiçi ,"10 km, Antalya ","50 Metreye Kadar",Halk Plajı,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
750,Salbakos Herakleia Boutique Hotel,"20.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07814/1050X700/tsr07814637538181670763764.jpg,"9","19000-21000",Çeşme - Alaçatı ,"80 km, Adnan Menderes HA ","750 Metre ve Üzeri",Halk Plajı,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
